[ 2024-11-21 14:34:50,072 ] 20 root - INFO - Initiate the data ingestion
[ 2024-11-21 14:34:54,875 ] 65 root - INFO - Performed train test split on the dataframe
[ 2024-11-21 14:34:54,876 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2024-11-21 14:34:54,876 ] 75 root - INFO - Exporting train and test file path.
[ 2024-11-21 14:34:54,927 ] 84 root - INFO - Exported train and test file path.
[ 2024-11-21 14:34:54,928 ] 22 root - INFO - Data Initiation Completed
[ 2024-11-21 14:34:54,934 ] 26 root - INFO - Initiate the data Validation
[ 2024-11-21 14:34:54,988 ] 32 root - INFO - Required number of columns:2
[ 2024-11-21 14:34:54,988 ] 33 root - INFO - Data frame has columns:31
[ 2024-11-21 14:34:54,999 ] 32 root - INFO - Required number of columns:2
[ 2024-11-21 14:34:54,999 ] 33 root - INFO - Data frame has columns:31
[ 2024-11-21 14:34:55,128 ] 28 root - INFO - data Validation Completed
